,country,year,donations,receipts,net_donations,,
1208,Russia,1998,0,0,0,,
1209,Russia,1997,0,0,0,,
1210,Russia,1996,0,0,0,,
1211,Russia,1995,0,0,0,,
1212,Russia,1994,0,0,0,,
1213,Russia,1993,0,0,0,,
1214,Russia,1992,0,0,0,,
1215,Russia,1991,0,0,0,,
1216,Russia,1990,0,0,0,,
1217,Russia,1989,0,0,0,,
1218,Russia,1988,0,0,0,,
1219,Russia,1987,0,0,0,,
1220,Russia,1986,0,0,0,,
1221,Russia,1985,0,0,0,,
1222,Russia,1984,0,0,0,,
1223,Russia,1983,0,0,0,,
1224,Russia,1982,0,0,0,,
1225,Russia,1981,0,0,0,,
1226,Russia,1980,0,0,0,,
1227,Russia,1979,0,0,0,,
1228,Russia,1978,0,0,0,,
1229,Russia,1977,0,0,0,,
1230,Russia,1976,0,0,0,,
1231,Rwanda,2016,0,0,0,,
1232,Rwanda,2015,0,0,0,,
1233,Rwanda,2014,0,0,0,,
1234,Rwanda,2013,0,0,0,,
1235,Rwanda,2012,0,0,0,,
1236,Rwanda,2011,0,0,0,,
1237,Rwanda,2010,0,0,0,,
1238,Rwanda,2009,0,0,0,,
1239,Rwanda,2008,0,0,0,,
1240,Rwanda,2007,0,0,0,,
1241,Rwanda,2006,0,0,0,,
1242,Rwanda,2005,0,0,0,,
1243,Rwanda,2004,0,0,0,,
1244,Rwanda,2003,0,0,0,,
1245,Rwanda,2002,1,0,1,,
1246,Rwanda,2001,1,0,1,,
1247,Rwanda,2000,0,0,0,,
1248,Rwanda,1999,0,0,0,,
1249,Rwanda,1998,0,0,0,,
1250,Rwanda,1997,0,0,0,,
1251,Rwanda,1996,0,0,0,,
1252,Rwanda,1995,0,0,0,,
1253,Rwanda,1994,0,0,0,,
1254,Rwanda,1993,0,0,0,,
1255,Rwanda,1992,0,0,0,,
1256,Rwanda,1991,0,0,0,,
1257,Rwanda,1990,0,0,0,,
1258,Rwanda,1989,0,0,0,,
1259,Rwanda,1988,0,0,0,,
1260,Rwanda,1987,0,0,0,,
1261,Rwanda,1986,0,0,0,,
1262,Rwanda,1985,0,0,0,,
1263,Rwanda,1984,0,0,0,,
1264,Rwanda,1983,0,0,0,,
1265,Rwanda,1982,0,0,0,,
1266,Rwanda,1981,0,0,0,,
1267,Rwanda,1980,0,0,0,,
1268,Rwanda,1979,0,0,0,,
1269,Rwanda,1978,0,0,0,,
1270,Rwanda,1977,0,0,0,,
1271,Rwanda,1976,0,0,0,,
1272,Saudi Arabia,2016,3,0,3,,
1273,Saudi Arabia,2015,2,0,2,,
1274,Saudi Arabia,2014,4,0,4,,
1275,Saudi Arabia,2013,2,0,2,,
1276,Saudi Arabia,2012,2,0,2,,
1277,Saudi Arabia,2011,1,0,1,,
1278,Saudi Arabia,2010,1,0,1,,
1279,Saudi Arabia,2009,1,0,1,,
1280,Saudi Arabia,2008,1,0,1,,
1281,Saudi Arabia,2007,1,0,1,,
1282,Saudi Arabia,2006,1,0,1,,
1283,Saudi Arabia,2005,1,0,1,,
1284,Saudi Arabia,2004,3,0,3,,
1285,Saudi Arabia,2003,3,0,3,,
1286,Saudi Arabia,2002,1,0,1,,
1287,Saudi Arabia,2001,1,0,1,,
1288,Saudi Arabia,2000,0,0,0,,
1289,Saudi Arabia,1999,0,0,0,,
1290,Saudi Arabia,1998,0,0,0,,
1291,Saudi Arabia,1997,0,0,0,,
1292,Saudi Arabia,1996,0,0,0,,
1293,Saudi Arabia,1995,0,0,0,,
1294,Saudi Arabia,1994,0,0,0,,
1295,Saudi Arabia,1993,0,0,0,,
1296,Saudi Arabia,1992,0,0,0,,
1297,Saudi Arabia,1991,0,0,0,,
1298,Saudi Arabia,1990,0,0,0,,
1299,Saudi Arabia,1989,0,0,0,,
1300,Saudi Arabia,1988,0,0,0,,
1301,Saudi Arabia,1987,0,0,0,,
1302,Saudi Arabia,1986,0,0,0,,
1303,Saudi Arabia,1985,0,0,0,,
1304,Saudi Arabia,1984,0,0,0,,
1305,Saudi Arabia,1983,0,0,0,,
1306,Saudi Arabia,1982,0,0,0,,
1307,Saudi Arabia,1981,0,0,0,,
1308,Saudi Arabia,1980,0,0,0,,
1309,Saudi Arabia,1979,0,0,0,,
1310,Saudi Arabia,1978,0,0,0,,
1311,Saudi Arabia,1977,0,0,0,,
1312,Saudi Arabia,1976,0,0,0,,
1313,Sierra Leone,2016,0,0,0,,
1314,Sierra Leone,2015,0,0,0,,
1315,Sierra Leone,2014,0,0,0,,
1316,Sierra Leone,2013,0,0,0,,
1317,Sierra Leone,2012,0,0,0,,
1318,Sierra Leone,2011,0,0,0,,
1319,Sierra Leone,2010,0,0,0,,
1320,Sierra Leone,2009,1,0,1,,
1321,Sierra Leone,2008,4,0,4,,
1322,Sierra Leone,2007,6,0,6,,
1323,Sierra Leone,2006,9,0,9,,
1324,Sierra Leone,2005,20,0,20,,
1325,Sierra Leone,2004,48,0,45,,
1326,Sierra Leone,2003,69,0,53,,
1327,Sierra Leone,2002,64,0,51,,
1328,Sierra Leone,2001,66,0,52,,
1329,Sierra Leone,2000,41,0,40,,
1330,Sierra Leone,1999,24,0,24,,
1331,Sierra Leone,1998,28,0,28,,
1332,Sierra Leone,1997,0,0,0,,
1333,Sierra Leone,1996,0,0,0,,
1334,Sierra Leone,1995,0,0,0,,
1335,Sierra Leone,1994,0,0,0,,
1336,Sierra Leone,1993,0,0,0,,
1337,Sierra Leone,1992,0,0,0,,
1338,Sierra Leone,1991,0,0,0,,
1339,Sierra Leone,1990,0,0,0,,
1340,Sierra Leone,1989,0,0,0,,
1341,Sierra Leone,1988,0,0,0,,
1342,Sierra Leone,1987,0,0,0,,
1343,Sierra Leone,1986,0,0,0,,
1344,Sierra Leone,1985,0,0,0,,
1345,Sierra Leone,1984,0,0,0,,
1346,Sierra Leone,1983,0,0,0,,
1347,Sierra Leone,1982,0,0,0,,
1348,Sierra Leone,1981,0,0,0,,
1349,Sierra Leone,1980,0,0,0,,
1350,Sierra Leone,1979,0,0,0,,
1351,Sierra Leone,1978,0,0,0,,
1352,Sierra Leone,1977,0,0,0,,
1353,Sierra Leone,1976,0,0,0,,
1354,Somalia,2016,19,0,19,,
1355,Somalia,2015,23,0,23,,
1356,Somalia,2014,31,0,31,,
1357,Somalia,2013,33,0,33,,
1358,Somalia,2012,24,0,24,,
1359,Somalia,2011,20,0,20,,
1360,Somalia,2010,20,0,20,,
1361,Somalia,2009,21,0,21,,
1362,Somalia,2008,36,0,36,,
1363,Somalia,2007,23,0,23,,
1364,Somalia,2006,7,0,7,,
1365,Somalia,2005,29,0,29,,
1366,Somalia,2004,79,0,57,,
1367,Somalia,2003,134,0,72,,
1368,Somalia,2002,136,0,73,,
1369,Somalia,2001,159,0,77,,
1370,Somalia,2000,136,0,73,,
1371,Somalia,1999,159,0,77,,
1372,Somalia,1998,154,0,75,,
1373,Somalia,1997,151,0,74,,
1374,Somalia,1996,127,0,70,,
1375,Somalia,1995,109,0,66,,
1376,Somalia,1994,93,0,61,,
1377,Somalia,1993,60,0,50,,
1378,Somalia,1992,60,0,50,,
1379,Somalia,1991,0,0,0,,
1380,Somalia,1990,0,0,0,,
1381,Somalia,1989,0,0,0,,
1382,Somalia,1988,0,0,0,,
1383,Somalia,1987,0,0,0,,
1384,Somalia,1986,0,0,0,,
1385,Somalia,1985,0,0,0,,
1386,Somalia,1984,0,0,0,,
1387,Somalia,1983,0,0,0,,
1388,Somalia,1982,0,0,0,,
1389,Somalia,1981,0,0,0,,
1390,Somalia,1980,0,0,0,,
1391,Somalia,1979,0,0,0,,
1392,Somalia,1978,0,0,0,,
1393,Somalia,1977,0,0,0,,
1394,Somalia,1976,0,0,0,,
1436,Sri Lanka,2016,0,0,0,,
1437,Sri Lanka,2015,0,0,0,,
1438,Sri Lanka,2014,0,0,0,,
1439,Sri Lanka,2013,0,0,0,,
1440,Sri Lanka,2012,7,0,7,,
1441,Sri Lanka,2011,9,0,9,,
1442,Sri Lanka,2010,11,0,11,,
1443,Sri Lanka,2009,8,0,8,,
1444,Sri Lanka,2008,7,0,7,,
1445,Sri Lanka,2007,4,0,4,,
1446,Sri Lanka,2006,0,0,0,,
1447,Sri Lanka,2005,0,0,0,,
1448,Sri Lanka,2004,0,0,0,,
1449,Sri Lanka,2003,0,0,0,,
1450,Sri Lanka,2002,0,0,0,,
1451,Sri Lanka,2001,0,0,0,,
1452,Sri Lanka,2000,0,0,0,,
1453,Sri Lanka,1999,0,0,0,,
1454,Sri Lanka,1998,0,0,0,,
1455,Sri Lanka,1997,0,0,0,,
1456,Sri Lanka,1996,0,0,0,,
1457,Sri Lanka,1995,0,0,0,,
1458,Sri Lanka,1994,0,0,0,,
1459,Sri Lanka,1993,0,0,0,,
1460,Sri Lanka,1992,0,0,0,,
1461,Sri Lanka,1991,0,0,0,,
1462,Sri Lanka,1990,0,0,0,,
1463,Sri Lanka,1989,0,0,0,,
1464,Sri Lanka,1988,0,0,0,,
1465,Sri Lanka,1987,0,0,0,,
1466,Sri Lanka,1986,0,0,0,,
1467,Sri Lanka,1985,0,0,0,,
1468,Sri Lanka,1984,0,0,0,,
1469,Sri Lanka,1983,0,0,0,,
1470,Sri Lanka,1982,0,0,0,,
1471,Sri Lanka,1981,0,0,0,,
1472,Sri Lanka,1980,0,0,0,,
1473,Sri Lanka,1979,0,0,0,,
1474,Sri Lanka,1978,0,0,0,,
1475,Sri Lanka,1977,0,0,0,,
1476,Sri Lanka,1976,0,0,0,,
1395,Sudan,2016,695,0,101,,
1396,Sudan,2015,646,0,99,,
1397,Sudan,2014,357,0,83,,
1398,Sudan,2013,177,0,79,,
1399,Sudan,2012,167,0,78,,
1400,Sudan,2011,156,0,76,,
1401,Sudan,2010,133,0,71,,
1402,Sudan,2009,87,0,59,,
1403,Sudan,2008,101,0,65,,
1404,Sudan,2007,94,0,62,,
1405,Sudan,2006,66,0,52,,
1406,Sudan,2005,119,0,68,,
1407,Sudan,2004,479,0,87,,
1408,Sudan,2003,615,0,97,,
1409,Sudan,2002,621,0,98,,
1410,Sudan,2001,521,0,90,,
1411,Sudan,2000,421,0,86,,
1412,Sudan,1999,552,0,93,,
1413,Sudan,1998,413,0,85,,
1414,Sudan,1997,273,0,81,,
1415,Sudan,1996,214,0,80,,
1416,Sudan,1995,167,0,78,,
1417,Sudan,1994,75,0,55,,
1418,Sudan,1993,20,0,20,,
1419,Sudan,1992,110,0,67,,
1420,Sudan,1991,70,0,54,,
1421,Sudan,1990,0,0,0,,
1422,Sudan,1989,0,0,0,,
1423,Sudan,1988,0,0,0,,
1424,Sudan,1987,0,0,0,,
1425,Sudan,1986,0,0,0,,
1426,Sudan,1985,0,0,0,,
1427,Sudan,1984,0,0,0,,
1428,Sudan,1983,0,0,0,,
1429,Sudan,1982,0,0,0,,
1430,Sudan,1981,0,0,0,,
1431,Sudan,1980,0,0,0,,
1432,Sudan,1979,0,0,0,,
1433,Sudan,1978,0,0,0,,
1434,Sudan,1977,0,0,0,,
1435,Sudan,1976,0,0,0,,
1518,Sweden,2016,0,0,0,,
1519,Sweden,2015,0,0,0,,
1520,Sweden,2014,0,0,0,,
1521,Sweden,2013,0,0,0,,
1522,Sweden,2012,1,0,1,,
1523,Sweden,2011,1,0,1,,
1524,Sweden,2010,1,0,1,,
1525,Sweden,2009,1,0,1,,
1526,Sweden,2008,0,0,0,,
1527,Sweden,2007,0,0,0,,
1528,Sweden,2006,0,0,0,,
1529,Sweden,2005,0,0,0,,
1530,Sweden,2004,0,0,0,,
1531,Sweden,2003,0,0,0,,
1532,Sweden,2002,0,0,0,,
1533,Sweden,2001,0,0,0,,
1534,Sweden,2000,0,0,0,,
1535,Sweden,1999,0,0,0,,
1536,Sweden,1998,0,0,0,,
1537,Sweden,1997,0,0,0,,
1538,Sweden,1996,0,0,0,,
1539,Sweden,1995,0,0,0,,
1540,Sweden,1994,0,0,0,,
1541,Sweden,1993,0,0,0,,
1542,Sweden,1992,0,0,0,,
1543,Sweden,1991,0,0,0,,
1544,Sweden,1990,0,0,0,,
1545,Sweden,1989,0,0,0,,
1546,Sweden,1988,0,0,0,,
1547,Sweden,1987,0,0,0,,
1548,Sweden,1986,0,0,0,,
1549,Sweden,1985,0,0,0,,
1550,Sweden,1984,0,0,0,,
1551,Sweden,1983,0,0,0,,
1552,Sweden,1982,0,0,0,,
1553,Sweden,1981,0,0,0,,
1554,Sweden,1980,0,0,0,,
1555,Sweden,1979,0,0,0,,
1556,Sweden,1978,0,0,0,,
1557,Sweden,1977,0,0,0,,
1558,Sweden,1976,0,0,0,,
1559,Syria,2016,1005503,0,129,,
1560,Syria,2015,1062690,0,130,,
1561,Syria,2014,1147494,0,131,,
1562,Syria,2013,851284,0,128,,
1563,Syria,2012,126939,0,127,,
1564,Syria,2011,124,0,69,,
1565,Syria,2010,64,0,51,,
1566,Syria,2009,90,0,60,,
1567,Syria,2008,84,0,58,,
1568,Syria,2007,48,0,45,,
1569,Syria,2006,6,0,6,,
1570,Syria,2005,0,0,0,,
1571,Syria,2004,0,0,0,,
1572,Syria,2003,0,0,0,,
1573,Syria,2002,0,0,0,,
1574,Syria,2001,0,0,0,,
1575,Syria,2000,0,0,0,,
1576,Syria,1999,0,0,0,,
1577,Syria,1998,0,0,0,,
1578,Syria,1997,0,0,0,,
1579,Syria,1996,0,0,0,,
1580,Syria,1995,0,0,0,,
1581,Syria,1994,0,0,0,,
1582,Syria,1993,0,0,0,,
1583,Syria,1992,0,0,0,,
1584,Syria,1991,0,0,0,,
1585,Syria,1990,0,0,0,,
1586,Syria,1989,0,0,0,,
1587,Syria,1988,50,0,47,,
1588,Syria,1987,0,0,0,,
1589,Syria,1986,520,0,89,,
1590,Syria,1985,590,0,95,,
1591,Syria,1984,520,0,89,,
1592,Syria,1983,520,0,89,,
1593,Syria,1982,500,0,88,,
1594,Syria,1981,500,0,88,,
1595,Syria,1980,500,0,88,,
1596,Syria,1979,500,0,88,,
1597,Syria,1978,0,0,0,,
1598,Syria,1977,0,0,0,,
1599,Syria,1976,0,0,0,,
1600,Tunisia,2016,11,0,11,,
1601,Tunisia,2015,11,0,11,,
1602,Tunisia,2014,9,0,9,,
1603,Tunisia,2013,9,0,9,,
1604,Tunisia,2012,9,0,9,,
1605,Tunisia,2011,9,0,9,,
1606,Tunisia,2010,12,0,12,,
1607,Tunisia,2009,12,0,12,,
1608,Tunisia,2008,10,0,10,,
1609,Tunisia,2007,15,0,15,,
1610,Tunisia,2006,15,0,15,,
1611,Tunisia,2005,12,0,12,,
1612,Tunisia,2004,26,0,26,,
1613,Tunisia,2003,24,0,24,,
1614,Tunisia,2002,23,0,23,,
1615,Tunisia,2001,20,0,20,,
1616,Tunisia,2000,0,0,0,,
1617,Tunisia,1999,0,0,0,,
1618,Tunisia,1998,0,0,0,,
1619,Tunisia,1997,0,0,0,,
1620,Tunisia,1996,0,0,0,,
1621,Tunisia,1995,0,0,0,,
1622,Tunisia,1994,0,0,0,,
1623,Tunisia,1993,0,0,0,,
1624,Tunisia,1992,0,0,0,,
1625,Tunisia,1991,0,0,0,,
1626,Tunisia,1990,0,0,0,,
1627,Tunisia,1989,0,0,0,,
1628,Tunisia,1988,0,0,0,,
1629,Tunisia,1987,0,0,0,,
1630,Tunisia,1986,0,0,0,,
1631,Tunisia,1985,0,0,0,,
1632,Tunisia,1984,0,0,0,,
1633,Tunisia,1983,0,0,0,,
1634,Tunisia,1982,0,0,0,,
1635,Tunisia,1981,0,0,0,,
1636,Tunisia,1980,0,0,0,,
1637,Tunisia,1979,0,0,0,,
1638,Tunisia,1978,0,0,0,,
1639,Tunisia,1977,0,0,0,,
1640,Tunisia,1976,0,0,0,,
1641,Turkey,2016,8,0,8,,
1642,Turkey,2015,7,0,7,,
1643,Turkey,2014,10,0,10,,
1644,Turkey,2013,10,0,10,,
1645,Turkey,2012,13,0,13,,
1646,Turkey,2011,10,0,10,,
1647,Turkey,2010,9,0,9,,
1648,Turkey,2009,11,0,11,,
1649,Turkey,2008,15,0,15,,
1650,Turkey,2007,12,0,12,,
1651,Turkey,2006,10,0,10,,
1652,Turkey,2005,18,0,18,,
1653,Turkey,2004,19,0,19,,
1654,Turkey,2003,28,0,28,,
1655,Turkey,2002,25,0,25,,
1656,Turkey,2001,23,0,23,,
1657,Turkey,2000,0,0,0,,
1658,Turkey,1999,0,0,0,,
1659,Turkey,1998,0,0,0,,
1660,Turkey,1997,0,0,0,,
1661,Turkey,1996,0,0,0,,
1662,Turkey,1995,0,0,0,,
1663,Turkey,1994,0,0,0,,
1664,Turkey,1993,0,0,0,,
1665,Turkey,1992,0,0,0,,
1666,Turkey,1991,0,0,0,,
1667,Turkey,1990,0,0,0,,
1668,Turkey,1989,0,0,0,,
1669,Turkey,1988,0,0,0,,
1670,Turkey,1987,0,0,0,,
1671,Turkey,1986,0,0,0,,
1672,Turkey,1985,0,0,0,,
1673,Turkey,1984,0,0,0,,
1674,Turkey,1983,0,0,0,,
1675,Turkey,1982,0,0,0,,
1676,Turkey,1981,0,0,0,,
1677,Turkey,1980,0,0,0,,
1678,Turkey,1979,0,0,0,,
1679,Turkey,1978,0,0,0,,
1680,Turkey,1977,0,0,0,,
1681,Turkey,1976,0,0,0,,
1682,Uganda,2016,0,0,0,,
1683,Uganda,2015,0,0,0,,
1684,Uganda,2014,0,0,0,,
1685,Uganda,2013,0,0,0,,
1686,Uganda,2012,0,0,0,,
1687,Uganda,2011,0,0,0,,
1688,Uganda,2010,0,0,0,,
1689,Uganda,2009,0,0,0,,
1690,Uganda,2008,0,0,0,,
1691,Uganda,2007,0,0,0,,
1692,Uganda,2006,0,0,0,,
1693,Uganda,2005,0,0,0,,
1694,Uganda,2004,0,0,0,,
1695,Uganda,2003,0,0,0,,
1696,Uganda,2002,0,0,0,,
1697,Uganda,2001,1,0,1,,
1698,Uganda,2000,0,0,0,,
1699,Uganda,1999,0,0,0,,
1700,Uganda,1998,0,0,0,,
1701,Uganda,1997,0,0,0,,
1702,Uganda,1996,0,0,0,,
1703,Uganda,1995,0,0,0,,
1704,Uganda,1994,0,0,0,,
1705,Uganda,1993,0,0,0,,
1706,Uganda,1992,0,0,0,,
1707,Uganda,1991,0,0,0,,
1708,Uganda,1990,0,0,0,,
1709,Uganda,1989,0,0,0,,
1710,Uganda,1988,0,0,0,,
1711,Uganda,1987,0,0,0,,
1712,Uganda,1986,0,0,0,,
1713,Uganda,1985,0,0,0,,
1714,Uganda,1984,0,0,0,,
1715,Uganda,1983,0,0,0,,
1716,Uganda,1982,0,0,0,,
1717,Uganda,1981,0,0,0,,
1718,Uganda,1980,0,0,0,,
1719,Uganda,1979,0,0,0,,
1720,Uganda,1978,0,0,0,,
1721,Uganda,1977,0,0,0,,
1722,Uganda,1976,0,0,0,,
1723,Ukraine,2016,0,0,0,,
1724,Ukraine,2015,0,0,0,,
1725,Ukraine,2014,0,0,0,,
1726,Ukraine,2013,0,0,0,,
1727,Ukraine,2012,2,0,2,,
1728,Ukraine,2011,0,0,0,,
1729,Ukraine,2010,0,0,0,,
1730,Ukraine,2009,0,0,0,,
1731,Ukraine,2008,0,0,0,,
1732,Ukraine,2007,0,0,0,,
1733,Ukraine,2006,0,0,0,,
1734,Ukraine,2005,0,0,0,,
1735,Ukraine,2004,0,0,0,,
1736,Ukraine,2003,0,0,0,,
1737,Ukraine,2002,0,0,0,,
1738,Ukraine,2001,0,0,0,,
1739,Ukraine,2000,0,0,0,,
1740,Ukraine,1999,0,0,0,,
1741,Ukraine,1998,0,0,0,,
1742,Ukraine,1997,0,0,0,,
1743,Ukraine,1996,0,0,0,,
1744,Ukraine,1995,0,0,0,,
1745,Ukraine,1994,0,0,0,,
1746,Ukraine,1993,0,0,0,,
1747,Ukraine,1992,0,0,0,,
1748,Ukraine,1991,0,0,0,,
1749,Ukraine,1990,0,0,0,,
1750,Ukraine,1989,0,0,0,,
1751,Ukraine,1988,0,0,0,,
1752,Ukraine,1987,0,0,0,,
1753,Ukraine,1986,0,0,0,,
1754,Ukraine,1985,0,0,0,,
1755,Ukraine,1984,0,0,0,,
1756,Ukraine,1983,0,0,0,,
1757,Ukraine,1982,0,0,0,,
1758,Ukraine,1981,0,0,0,,
1759,Ukraine,1980,0,0,0,,
1760,Ukraine,1979,0,0,0,,
1761,Ukraine,1978,0,0,0,,
1762,Ukraine,1977,0,0,0,,
1763,Ukraine,1976,0,0,0,,
1764,United Kingdom,2016,0,0,0,,
1765,United Kingdom,2015,0,0,0,,
1766,United Kingdom,2014,0,0,0,,
1767,United Kingdom,2013,0,0,0,,
1768,United Kingdom,2012,0,0,0,,
1769,United Kingdom,2011,0,0,0,,
1770,United Kingdom,2010,1,0,1,,
1771,United Kingdom,2009,1,0,1,,
1772,United Kingdom,2008,1,0,1,,
1773,United Kingdom,2007,1,0,1,,
1774,United Kingdom,2006,0,0,0,,
1775,United Kingdom,2005,0,0,0,,
1776,United Kingdom,2004,0,0,0,,
1777,United Kingdom,2003,0,0,0,,
1778,United Kingdom,2002,0,0,0,,
1779,United Kingdom,2001,0,0,0,,
1780,United Kingdom,2000,0,0,0,,
1781,United Kingdom,1999,0,0,0,,
1782,United Kingdom,1998,0,0,0,,
1783,United Kingdom,1997,0,0,0,,
1784,United Kingdom,1996,0,0,0,,
1785,United Kingdom,1995,0,0,0,,
1786,United Kingdom,1994,0,0,0,,
1787,United Kingdom,1993,0,0,0,,
1788,United Kingdom,1992,0,0,0,,
1789,United Kingdom,1991,0,0,0,,
1790,United Kingdom,1990,0,0,0,,
1791,United Kingdom,1989,0,0,0,,
1792,United Kingdom,1988,0,0,0,,
1793,United Kingdom,1987,0,0,0,,
1794,United Kingdom,1986,0,0,0,,
1795,United Kingdom,1985,0,0,0,,
1796,United Kingdom,1984,0,0,0,,
1797,United Kingdom,1983,0,0,0,,
1798,United Kingdom,1982,0,0,0,,
1799,United Kingdom,1981,0,0,0,,
1800,United Kingdom,1980,0,0,0,,
1801,United Kingdom,1979,0,0,0,,
1802,United Kingdom,1978,0,0,0,,
1803,United Kingdom,1977,0,0,0,,
1804,United Kingdom,1976,0,0,0,,
1805,United States,2016,0,0,0,,
1806,United States,2015,0,0,0,,
1807,United States,2014,0,0,0,,
1808,United States,2013,0,0,0,,
1809,United States,2012,3,0,3,,
1810,United States,2011,1,0,1,,
1811,United States,2010,1,0,1,,
1812,United States,2009,1,0,1,,
1813,United States,2008,1,0,1,,
1814,United States,2007,0,0,0,,
1815,United States,2006,0,0,0,,
1816,United States,2005,0,0,0,,
1817,United States,2004,0,0,0,,
1818,United States,2003,0,0,0,,
1819,United States,2002,0,0,0,,
1820,United States,2001,0,0,0,,
1821,United States,2000,0,0,0,,
1822,United States,1999,0,0,0,,
1823,United States,1998,0,0,0,,
1824,United States,1997,0,0,0,,
1825,United States,1996,0,0,0,,
1826,United States,1995,0,0,0,,
1827,United States,1994,0,0,0,,
1828,United States,1993,0,0,0,,
1829,United States,1992,0,0,0,,
1830,United States,1991,0,0,0,,
1831,United States,1990,0,0,0,,
1832,United States,1989,0,0,0,,
1833,United States,1988,0,0,0,,
1834,United States,1987,0,0,0,,
1835,United States,1986,0,0,0,,
1836,United States,1985,0,0,0,,
1837,United States,1984,0,0,0,,
1838,United States,1983,0,0,0,,
1839,United States,1982,0,0,0,,
1840,United States,1981,0,0,0,,
1841,United States,1980,0,0,0,,
1842,United States,1979,0,0,0,,
1843,United States,1978,0,0,0,,
1844,United States,1977,0,0,0,,
1845,United States,1976,0,0,0,,
1846,Uzbekistan,2016,0,0,0,,
1847,Uzbekistan,2015,0,0,0,,
1848,Uzbekistan,2014,0,0,0,,
1849,Uzbekistan,2013,0,0,0,,
1850,Uzbekistan,2012,1,0,1,,
1851,Uzbekistan,2011,0,0,0,,
1852,Uzbekistan,2010,0,0,0,,
1853,Uzbekistan,2009,0,0,0,,
1854,Uzbekistan,2008,0,0,0,,
1855,Uzbekistan,2007,0,0,0,,
1856,Uzbekistan,2006,0,0,0,,
1857,Uzbekistan,2005,0,0,0,,
1858,Uzbekistan,2004,0,0,0,,
1859,Uzbekistan,2003,0,0,0,,
1860,Uzbekistan,2002,0,0,0,,
1861,Uzbekistan,2001,0,0,0,,
1862,Uzbekistan,2000,0,0,0,,
1863,Uzbekistan,1999,0,0,0,,
1864,Uzbekistan,1998,0,0,0,,
1865,Uzbekistan,1997,0,0,0,,
1866,Uzbekistan,1996,0,0,0,,
1867,Uzbekistan,1995,0,0,0,,
1868,Uzbekistan,1994,0,0,0,,
1869,Uzbekistan,1993,0,0,0,,
1870,Uzbekistan,1992,0,0,0,,
1871,Uzbekistan,1991,0,0,0,,
1872,Uzbekistan,1990,0,0,0,,
1873,Uzbekistan,1989,0,0,0,,
1874,Uzbekistan,1988,0,0,0,,
1875,Uzbekistan,1987,0,0,0,,
1876,Uzbekistan,1986,0,0,0,,
1877,Uzbekistan,1985,0,0,0,,
1878,Uzbekistan,1984,0,0,0,,
1879,Uzbekistan,1983,0,0,0,,
1880,Uzbekistan,1982,0,0,0,,
1881,Uzbekistan,1981,0,0,0,,
1882,Uzbekistan,1980,0,0,0,,
1883,Uzbekistan,1979,0,0,0,,
1884,Uzbekistan,1978,0,0,0,,
1885,Uzbekistan,1977,0,0,0,,
1886,Uzbekistan,1976,0,0,0,,
1887,Yemen,2016,14,0,14,,
1888,Yemen,2015,7,0,7,,
1889,Yemen,2014,2,0,2,,
1890,Yemen,2013,2,0,2,,
1891,Yemen,2012,2,0,2,,
1892,Yemen,2011,1,0,1,,
1893,Yemen,2010,5,0,5,,
1894,Yemen,2009,6,0,6,,
1895,Yemen,2008,6,0,6,,
1896,Yemen,2007,7,0,7,,
1897,Yemen,2006,6,0,6,,
1898,Yemen,2005,10,0,10,,
1899,Yemen,2004,9,0,9,,
1900,Yemen,2003,10,0,10,,
1901,Yemen,2002,10,0,10,,
1902,Yemen,2001,11,0,11,,
1903,Yemen,2000,0,0,0,,
1904,Yemen,1999,0,0,0,,
1905,Yemen,1998,0,0,0,,
1906,Yemen,1997,0,0,0,,
1907,Yemen,1996,0,0,0,,
1908,Yemen,1995,0,0,0,,
1909,Yemen,1994,0,0,0,,
1910,Yemen,1993,0,0,0,,
1911,Yemen,1992,0,0,0,,
1912,Yemen,1991,0,0,0,,
1913,Yemen,1990,0,0,0,,
1914,Yemen,1989,0,0,0,,
1915,Yemen,1988,0,0,0,,
1916,Yemen,1987,0,0,0,,
1917,Yemen,1986,0,0,0,,
1918,Yemen,1985,0,0,0,,
1919,Yemen,1984,0,0,0,,
1920,Yemen,1983,0,0,0,,
1921,Yemen,1982,0,0,0,,
1922,Yemen,1981,0,0,0,,
1923,Yemen,1980,0,0,0,,
1924,Yemen,1979,0,0,0,,
1925,Yemen,1978,0,0,0,,
1926,Yemen,1977,0,0,0,,
1927,Yemen,1976,0,0,0,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
