,country,year,donations,receipts,net_donations,cumulative_donations,,,,
603,Estonia,1994,0,0,0,0,,,,
604,Estonia,1995,0,0,0,0,,,,
605,Estonia,1996,0,0,0,0,,,,
606,Estonia,1997,0,0,0,0,,,,
607,Estonia,1998,0,0,0,0,,,,
608,Estonia,1999,0,0,0,0,,,,
609,Estonia,2000,0,0,0,0,,,,
610,Estonia,2001,0,0,0,0,,,,
611,Estonia,2002,0,0,0,0,,,,
612,Estonia,2003,0,0,0,0,,,,
613,Estonia,2004,0,0,0,0,,,,
614,Estonia,2005,0,0,0,0,,,,
615,Estonia,2006,0,0,0,0,,,,
616,Estonia,2007,0,0,0,0,,,,
617,Estonia,2008,0,0,0,0,,,,
618,Estonia,2009,0,0,0,0,,,,
619,Estonia,2010,0,0,0,0,,,,
620,Estonia,2011,0,0,0,0,,,,
621,Estonia,2012,1,0,1,1,,,,
622,Estonia,2013,0,0,0,1,,,,
623,Estonia,2014,0,0,0,1,,,,
624,Estonia,2015,0,0,0,1,,,,
625,Estonia,2016,0,0,0,1,,,,
626,Finland,1980,0,0,0,0,,,,
627,Finland,1981,0,0,0,0,,,,
628,Finland,1982,0,0,0,0,,,,
629,Finland,1983,1,0,1,1,,,,
630,Finland,1984,0,0,0,1,,,,
631,Finland,1985,2,0,2,3,,,,
632,Finland,1986,0,0,0,3,,,,
633,Finland,1987,4,0,4,7,,,,
634,Finland,1988,2,0,2,9,,,,
635,Finland,1989,1,0,1,10,,,,
636,Finland,1990,0,0,0,10,,,,
637,Finland,1991,0,0,0,10,,,,
638,Finland,1992,0,0,0,10,,,,
639,Finland,1993,5,0,5,15,,,,
640,Finland,1994,0,0,0,15,,,,
641,Finland,1995,1,0,1,16,,,,
642,Finland,1996,4,0,4,20,,,,
643,Finland,1997,4,0,4,24,,,,
644,Finland,1998,27,0,27,51,,,,
645,Finland,1999,27,0,27,78,,,,
646,Finland,2000,23,0,23,101,,,,
647,Finland,2001,23,0,23,124,,,,
648,Finland,2002,6,0,6,130,,,,
649,Finland,2003,5,0,5,135,,,,
650,Finland,2004,3,0,3,138,,,,
651,Finland,2005,3,0,3,141,,,,
652,Finland,2006,4,0,4,145,,,,
653,Finland,2007,9,0,9,154,,,,
654,Finland,2008,11,0,11,165,,,,
655,Finland,2009,11,0,11,176,,,,
656,Finland,2010,10,0,10,186,,,,
657,Finland,2011,10,0,10,196,,,,
658,Finland,2012,11,0,11,207,,,,
659,Finland,2013,12,0,12,219,,,,
660,Finland,2014,12,0,12,231,,,,
661,Finland,2015,11,0,11,242,,,,
662,Finland,2016,19,0,19,261,,,,
663,France,1980,0,0,0,0,,,,
664,France,1981,0,0,0,0,,,,
665,France,1982,0,0,0,0,,,,
666,France,1983,0,0,0,0,,,,
667,France,1984,0,0,0,0,,,,
668,France,1985,0,0,0,0,,,,
669,France,1986,0,0,0,0,,,,
670,France,1987,0,0,0,0,,,,
671,France,1988,0,0,0,0,,,,
672,France,1989,0,0,0,0,,,,
673,France,1990,0,0,0,0,,,,
674,France,1991,0,0,0,0,,,,
675,France,1992,0,0,0,0,,,,
676,France,1993,0,0,0,0,,,,
677,France,1994,0,0,0,0,,,,
678,France,1995,71,0,71,71,,,,
679,France,1996,74,0,74,145,,,,
680,France,1997,75,0,75,220,,,,
681,France,1998,84,0,84,304,,,,
682,France,1999,81,0,81,385,,,,
683,France,2000,70,0,70,455,,,,
684,France,2001,74,0,74,529,,,,
685,France,2002,76,0,76,605,,,,
686,France,2003,76,0,76,681,,,,
687,France,2004,79,0,79,760,,,,
688,France,2005,83,0,83,843,,,,
689,France,2006,84,0,84,927,,,,
690,France,2007,86,0,86,1013,,,,
691,France,2008,89,0,89,1102,,,,
692,France,2009,98,0,98,1200,,,,
693,France,2010,101,0,101,1301,,,,
694,France,2011,100,0,100,1401,,,,
695,France,2012,103,0,103,1504,,,,
696,France,2013,105,0,105,1609,,,,
697,France,2014,108,0,108,1717,,,,
698,France,2015,117,0,117,1834,,,,
699,France,2016,134,0,134,1968,,,,
700,Georgia,1980,0,0,0,0,,,,
701,Georgia,1981,0,0,0,0,,,,
702,Georgia,1982,0,0,0,0,,,,
703,Georgia,1983,0,0,0,0,,,,
704,Georgia,1984,0,0,0,0,,,,
705,Georgia,1985,0,0,0,0,,,,
706,Georgia,1986,0,0,0,0,,,,
707,Georgia,1987,0,0,0,0,,,,
708,Georgia,1988,0,0,0,0,,,,
709,Georgia,1989,0,0,0,0,,,,
710,Georgia,1990,0,0,0,0,,,,
711,Georgia,1991,0,0,0,0,,,,
712,Georgia,1992,0,0,0,0,,,,
713,Georgia,1993,0,0,0,0,,,,
714,Georgia,1994,0,0,0,0,,,,
715,Georgia,1995,0,0,0,0,,,,
716,Georgia,1996,0,0,0,0,,,,
717,Georgia,1997,0,0,0,0,,,,
718,Georgia,1998,0,0,0,0,,,,
719,Georgia,1999,0,0,0,0,,,,
720,Georgia,2000,0,0,0,0,,,,
721,Georgia,2001,0,0,0,0,,,,
722,Georgia,2002,0,0,0,0,,,,
723,Georgia,2003,0,0,0,0,,,,
724,Georgia,2004,0,0,0,0,,,,
725,Georgia,2005,0,0,0,0,,,,
726,Georgia,2006,0,0,0,0,,,,
727,Georgia,2007,0,0,0,0,,,,
728,Georgia,2008,0,0,0,0,,,,
729,Georgia,2009,0,0,0,0,,,,
730,Georgia,2010,0,0,0,0,,,,
731,Georgia,2011,0,0,0,0,,,,
732,Georgia,2012,0,0,0,0,,,,
733,Georgia,2013,0,0,0,0,,,,
734,Georgia,2014,1,0,1,1,,,,
735,Georgia,2015,6,0,6,7,,,,
736,Georgia,2016,6,0,6,13,,,,
737,Germany,1980,3422,0,3422,3422,,,,
738,Germany,1981,3594,0,3594,7016,,,,
739,Germany,1982,4183,0,4183,11199,,,,
740,Germany,1983,3625,0,3625,14824,,,,
741,Germany,1984,2537,0,2537,17361,,,,
742,Germany,1985,3393,0,3393,20754,,,,
743,Germany,1986,4996,0,4996,25750,,,,
744,Germany,1987,2107,0,2107,27857,,,,
745,Germany,1988,1429,0,1429,29286,,,,
746,Germany,1989,1785,0,1785,31071,,,,
747,Germany,1990,2819,0,2819,33890,,,,
748,Germany,1991,4349,0,4349,38239,,,,
749,Germany,1992,3043,0,3043,41282,,,,
750,Germany,1993,3748,0,3748,45030,,,,
751,Germany,1994,4031,0,4031,49061,,,,
752,Germany,1995,2654,0,2654,51715,,,,
753,Germany,1996,2367,0,2367,54082,,,,
754,Germany,1997,2846,0,2846,56928,,,,
755,Germany,1998,2676,0,2676,59604,,,,
756,Germany,1999,0,0,0,59604,,,,
757,Germany,2000,625,0,625,60229,,,,
758,Germany,2001,1848,0,1848,62077,,,,
759,Germany,2002,19035,0,19035,81112,,,,
760,Germany,2003,18410,0,18410,99522,,,,
761,Germany,2004,17302,0,17302,116824,,,,
762,Germany,2005,15619,0,15619,132443,,,,
763,Germany,2006,9336,0,9336,141779,,,,
764,Germany,2007,9485,0,9485,151264,,,,
765,Germany,2008,9650,0,9650,160914,,,,
766,Germany,2009,12950,0,12950,173864,,,,
767,Germany,2010,12514,0,12514,186378,,,,
768,Germany,2011,11697,0,11697,198075,,,,
769,Germany,2012,11819,0,11819,209894,,,,
770,Germany,2013,449,0,449,210343,,,,
771,Germany,2014,489,0,489,210832,,,,
772,Germany,2015,521,0,521,211353,,,,
773,Germany,2016,804,0,804,212157,,,,
774,Ghana,1980,0,0,0,0,,,,
775,Ghana,1981,0,0,0,0,,,,
776,Ghana,1982,0,0,0,0,,,,
777,Ghana,1983,0,0,0,0,,,,
778,Ghana,1984,0,0,0,0,,,,
779,Ghana,1985,0,0,0,0,,,,
780,Ghana,1986,0,0,0,0,,,,
781,Ghana,1987,0,0,0,0,,,,
782,Ghana,1988,0,0,0,0,,,,
783,Ghana,1989,0,0,0,0,,,,
784,Ghana,1990,0,0,0,0,,,,
785,Ghana,1991,0,0,0,0,,,,
786,Ghana,1992,0,0,0,0,,,,
787,Ghana,1993,0,0,0,0,,,,
788,Ghana,1994,0,0,0,0,,,,
789,Ghana,1995,0,0,0,0,,,,
790,Ghana,1996,0,0,0,0,,,,
791,Ghana,1997,0,0,0,0,,,,
792,Ghana,1998,0,0,0,0,,,,
793,Ghana,1999,0,0,0,0,,,,
794,Ghana,2000,0,0,0,0,,,,
795,Ghana,2001,0,0,0,0,,,,
796,Ghana,2002,0,0,0,0,,,,
797,Ghana,2003,0,0,0,0,,,,
798,Ghana,2004,0,0,0,0,,,,
799,Ghana,2005,0,0,0,0,,,,
800,Ghana,2006,0,0,0,0,,,,
801,Ghana,2007,0,0,0,0,,,,
802,Ghana,2008,0,0,0,0,,,,
803,Ghana,2009,0,0,0,0,,,,
804,Ghana,2010,0,0,0,0,,,,
805,Ghana,2011,0,0,0,0,,,,
806,Ghana,2012,0,0,0,0,,,,
807,Ghana,2013,7,0,7,7,,,,
808,Ghana,2014,7,0,7,14,,,,
809,Ghana,2015,7,0,7,21,,,,
810,Ghana,2016,7,0,7,28,,,,
811,Greece,1980,0,0,0,0,,,,
812,Greece,1981,0,0,0,0,,,,
813,Greece,1982,90,0,90,90,,,,
814,Greece,1983,90,0,90,180,,,,
815,Greece,1984,60,0,60,240,,,,
816,Greece,1985,60,0,60,300,,,,
817,Greece,1986,0,0,0,300,,,,
818,Greece,1987,0,0,0,300,,,,
819,Greece,1988,150,0,150,450,,,,
820,Greece,1989,230,0,230,680,,,,
821,Greece,1990,0,0,0,680,,,,
822,Greece,1991,0,0,0,680,,,,
823,Greece,1992,0,0,0,680,,,,
824,Greece,1993,6,0,6,686,,,,
825,Greece,1994,21,0,21,707,,,,
826,Greece,1995,0,0,0,707,,,,
827,Greece,1996,0,0,0,707,,,,
828,Greece,1997,0,0,0,707,,,,
829,Greece,1998,0,0,0,707,,,,
830,Greece,1999,0,0,0,707,,,,
831,Greece,2000,22,0,22,729,,,,
832,Greece,2001,23,0,23,752,,,,
833,Greece,2002,64,0,64,816,,,,
834,Greece,2003,62,0,62,878,,,,
835,Greece,2004,64,0,64,942,,,,
836,Greece,2005,57,0,57,999,,,,
837,Greece,2006,42,0,42,1041,,,,
838,Greece,2007,40,0,40,1081,,,,
839,Greece,2008,26,0,26,1107,,,,
840,Greece,2009,2,0,2,1109,,,,
841,Greece,2010,1,0,1,1110,,,,
842,Greece,2011,0,0,0,1110,,,,
843,Greece,2012,5,0,5,1115,,,,
844,Greece,2013,5,0,5,1120,,,,
845,Greece,2014,9,0,9,1129,,,,
846,Greece,2015,9,0,9,1138,,,,
847,Greece,2016,16,0,16,1154,,,,
848,Hungary,1980,0,0,0,0,,,,
849,Hungary,1981,0,0,0,0,,,,
850,Hungary,1982,0,0,0,0,,,,
851,Hungary,1983,0,0,0,0,,,,
852,Hungary,1984,0,0,0,0,,,,
853,Hungary,1985,0,0,0,0,,,,
854,Hungary,1986,0,0,0,0,,,,
855,Hungary,1987,0,0,0,0,,,,
856,Hungary,1988,0,0,0,0,,,,
857,Hungary,1989,0,0,0,0,,,,
858,Hungary,1990,0,0,0,0,,,,
859,Hungary,1991,0,0,0,0,,,,
860,Hungary,1992,0,0,0,0,,,,
861,Hungary,1993,1,0,1,1,,,,
862,Hungary,1994,1,0,1,2,,,,
863,Hungary,1995,0,0,0,2,,,,
864,Hungary,1996,0,0,0,2,,,,
865,Hungary,1997,0,0,0,2,,,,
866,Hungary,1998,0,0,0,2,,,,
867,Hungary,1999,2,0,2,4,,,,
868,Hungary,2000,2,0,2,6,,,,
869,Hungary,2001,3,0,3,9,,,,
870,Hungary,2002,3,0,3,12,,,,
871,Hungary,2003,3,0,3,15,,,,
872,Hungary,2004,5,0,5,20,,,,
873,Hungary,2005,6,0,6,26,,,,
874,Hungary,2006,5,0,5,31,,,,
875,Hungary,2007,7,0,7,38,,,,
876,Hungary,2008,6,0,6,44,,,,
877,Hungary,2009,6,0,6,50,,,,
878,Hungary,2010,13,0,13,63,,,,
879,Hungary,2011,12,0,12,75,,,,
880,Hungary,2012,12,0,12,87,,,,
881,Hungary,2013,11,0,11,98,,,,
882,Hungary,2014,13,0,13,111,,,,
883,Hungary,2015,13,0,13,124,,,,
884,Hungary,2016,7,0,7,131,,,,
885,Iceland,1980,0,0,0,0,,,,
886,Iceland,1981,0,0,0,0,,,,
887,Iceland,1982,0,0,0,0,,,,
888,Iceland,1983,0,0,0,0,,,,
889,Iceland,1984,0,0,0,0,,,,
890,Iceland,1985,0,0,0,0,,,,
891,Iceland,1986,0,0,0,0,,,,
892,Iceland,1987,0,0,0,0,,,,
893,Iceland,1988,1,0,1,1,,,,
894,Iceland,1989,0,0,0,1,,,,
895,Iceland,1990,3,0,3,4,,,,
896,Iceland,1991,0,0,0,4,,,,
897,Iceland,1992,0,0,0,4,,,,
898,Iceland,1993,0,0,0,4,,,,
899,Iceland,1994,1,0,1,5,,,,
900,Iceland,1995,0,0,0,5,,,,
901,Iceland,1996,1,0,1,6,,,,
902,Iceland,1997,3,0,3,9,,,,
903,Iceland,1998,0,0,0,9,,,,
904,Iceland,1999,0,0,0,9,,,,
905,Iceland,2000,3,0,3,12,,,,
906,Iceland,2001,0,0,0,12,,,,
907,Iceland,2002,0,0,0,12,,,,
908,Iceland,2003,0,0,0,12,,,,
909,Iceland,2004,0,0,0,12,,,,
910,Iceland,2005,0,0,0,12,,,,
911,Iceland,2006,0,0,0,12,,,,
912,Iceland,2007,0,0,0,12,,,,
913,Iceland,2008,0,0,0,12,,,,
914,Iceland,2009,2,0,2,14,,,,
915,Iceland,2010,4,0,4,18,,,,
916,Iceland,2011,0,0,0,18,,,,
917,Iceland,2012,1,0,1,19,,,,
918,Iceland,2013,1,0,1,20,,,,
919,Iceland,2014,0,0,0,20,,,,
920,Iceland,2015,0,0,0,20,,,,
921,Iceland,2016,0,0,0,20,,,,
922,Ireland,1980,0,0,0,0,,,,
923,Ireland,1981,0,0,0,0,,,,
924,Ireland,1982,0,0,0,0,,,,
925,Ireland,1983,0,0,0,0,,,,
926,Ireland,1984,0,0,0,0,,,,
927,Ireland,1985,0,0,0,0,,,,
928,Ireland,1986,0,0,0,0,,,,
929,Ireland,1987,0,0,0,0,,,,
930,Ireland,1988,0,0,0,0,,,,
931,Ireland,1989,0,0,0,0,,,,
932,Ireland,1990,0,0,0,0,,,,
933,Ireland,1991,0,0,0,0,,,,
934,Ireland,1992,0,0,0,0,,,,
935,Ireland,1993,0,0,0,0,,,,
936,Ireland,1994,0,0,0,0,,,,
937,Ireland,1995,0,0,0,0,,,,
938,Ireland,1996,0,0,0,0,,,,
939,Ireland,1997,0,0,0,0,,,,
940,Ireland,1998,0,0,0,0,,,,
941,Ireland,1999,1,0,1,1,,,,
942,Ireland,2000,0,0,0,1,,,,
943,Ireland,2001,2,0,2,3,,,,
944,Ireland,2002,1,0,1,4,,,,
945,Ireland,2003,8,0,8,12,,,,
946,Ireland,2004,10,0,10,22,,,,
947,Ireland,2005,10,0,10,32,,,,
948,Ireland,2006,37,0,37,69,,,,
949,Ireland,2007,18,0,18,87,,,,
950,Ireland,2008,19,0,19,106,,,,
951,Ireland,2009,19,0,19,125,,,,
952,Ireland,2010,21,0,21,146,,,,
953,Ireland,2011,20,0,20,166,,,,
954,Ireland,2012,20,0,20,186,,,,
955,Ireland,2013,27,0,27,213,,,,
956,Ireland,2014,13,0,13,226,,,,
957,Ireland,2015,13,0,13,239,,,,
958,Ireland,2016,13,0,13,252,,,,
959,Israel,1980,0,0,0,0,,,,
960,Israel,1981,0,0,0,0,,,,
961,Israel,1982,0,0,0,0,,,,
962,Israel,1983,0,0,0,0,,,,
963,Israel,1984,0,0,0,0,,,,
964,Israel,1985,0,0,0,0,,,,
965,Israel,1986,0,0,0,0,,,,
966,Israel,1987,0,0,0,0,,,,
967,Israel,1988,0,0,0,0,,,,
968,Israel,1989,0,0,0,0,,,,
969,Israel,1990,0,0,0,0,,,,
970,Israel,1991,0,0,0,0,,,,
971,Israel,1992,0,0,0,0,,,,
972,Israel,1993,0,0,0,0,,,,
973,Israel,1994,0,0,0,0,,,,
974,Israel,1995,0,0,0,0,,,,
975,Israel,1996,0,0,0,0,,,,
976,Israel,1997,0,0,0,0,,,,
977,Israel,1998,0,0,0,0,,,,
978,Israel,1999,0,0,0,0,,,,
979,Israel,2000,3909,0,3909,3909,,,,
980,Israel,2001,3909,0,3909,7818,,,,
981,Israel,2002,3909,0,3909,11727,,,,
982,Israel,2003,3909,0,3909,15636,,,,
983,Israel,2004,0,0,0,15636,,,,
984,Israel,2005,0,0,0,15636,,,,
985,Israel,2006,0,0,0,15636,,,,
986,Israel,2007,0,0,0,15636,,,,
987,Israel,2008,0,0,0,15636,,,,
988,Israel,2009,0,0,0,15636,,,,
989,Israel,2010,0,0,0,15636,,,,
990,Israel,2011,2,0,2,15638,,,,
991,Israel,2012,2,0,2,15640,,,,
992,Israel,2013,2,0,2,15642,,,,
993,Israel,2014,2,0,2,15644,,,,
994,Israel,2015,2,0,2,15646,,,,
995,Israel,2016,2,0,2,15648,,,,
996,Italy,1980,0,0,0,0,,,,
997,Italy,1981,0,0,0,0,,,,
998,Italy,1982,0,0,0,0,,,,
999,Italy,1983,0,0,0,0,,,,
1000,Italy,1984,0,0,0,0,,,,
1001,Italy,1985,0,0,0,0,,,,
1002,Italy,1986,0,0,0,0,,,,
1003,Italy,1987,0,0,0,0,,,,
1004,Italy,1988,10,0,10,10,,,,
1005,Italy,1989,51,0,51,61,,,,
1006,Italy,1990,51,0,51,112,,,,
1007,Italy,1991,59,0,59,171,,,,
1008,Italy,1992,66,0,66,237,,,,
1009,Italy,1993,66,0,66,303,,,,
1010,Italy,1994,68,0,68,371,,,,
1011,Italy,1995,76,0,76,447,,,,
1012,Italy,1996,73,0,73,520,,,,
1013,Italy,1997,71,0,71,591,,,,
1014,Italy,1998,61,0,61,652,,,,
1015,Italy,1999,27,0,27,679,,,,
1016,Italy,2000,28,0,28,707,,,,
1017,Italy,2001,31,0,31,738,,,,
1018,Italy,2002,24,0,24,762,,,,
1019,Italy,2003,24,0,24,786,,,,
1020,Italy,2004,34,0,34,820,,,,
1021,Italy,2005,56,0,56,876,,,,
1022,Italy,2006,70,0,70,946,,,,
1023,Italy,2007,129,0,129,1075,,,,
1024,Italy,2008,166,0,166,1241,,,,
1025,Italy,2009,194,0,194,1435,,,,
1026,Italy,2010,214,0,214,1649,,,,
1027,Italy,2011,210,0,210,1859,,,,
1028,Italy,2012,227,0,227,2086,,,,
1029,Italy,2013,279,0,279,2365,,,,
1030,Italy,2014,310,0,310,2675,,,,
1031,Italy,2015,348,0,348,3023,,,,
1032,Italy,2016,349,0,349,3372,,,,
1033,Jordan,1980,0,0,0,0,,,,
1034,Jordan,1981,0,0,0,0,,,,
1035,Jordan,1982,0,0,0,0,,,,
1036,Jordan,1983,0,0,0,0,,,,
1037,Jordan,1984,0,0,0,0,,,,
1038,Jordan,1985,0,0,0,0,,,,
1039,Jordan,1986,0,0,0,0,,,,
1040,Jordan,1987,0,0,0,0,,,,
1041,Jordan,1988,0,0,0,0,,,,
1042,Jordan,1989,0,0,0,0,,,,
1043,Jordan,1990,0,0,0,0,,,,
1044,Jordan,1991,0,0,0,0,,,,
1045,Jordan,1992,0,0,0,0,,,,
1046,Jordan,1993,0,0,0,0,,,,
1047,Jordan,1994,0,0,0,0,,,,
1048,Jordan,1995,0,0,0,0,,,,
1049,Jordan,1996,0,0,0,0,,,,
1050,Jordan,1997,0,0,0,0,,,,
1051,Jordan,1998,0,0,0,0,,,,
1052,Jordan,1999,0,0,0,0,,,,
1053,Jordan,2000,0,0,0,0,,,,
1054,Jordan,2001,0,0,0,0,,,,
1055,Jordan,2002,0,0,0,0,,,,
1056,Jordan,2003,0,0,0,0,,,,
1057,Jordan,2004,4,0,4,4,,,,
1058,Jordan,2005,4,0,4,8,,,,
1059,Jordan,2006,5,0,5,13,,,,
1060,Jordan,2007,4,0,4,17,,,,
1061,Jordan,2008,5,0,5,22,,,,
1062,Jordan,2009,5,0,5,27,,,,
1063,Jordan,2010,5,0,5,32,,,,
1064,Jordan,2011,5,0,5,37,,,,
1065,Jordan,2012,1,0,1,38,,,,
1066,Jordan,2013,1,0,1,39,,,,
1067,Jordan,2014,2,0,2,41,,,,
1068,Jordan,2015,3,0,3,44,,,,
1069,Jordan,2016,3,0,3,47,,,,
1070,Kuwait,1980,0,0,0,0,,,,
1071,Kuwait,1981,0,0,0,0,,,,
1072,Kuwait,1982,0,0,0,0,,,,
1073,Kuwait,1983,0,0,0,0,,,,
1074,Kuwait,1984,0,0,0,0,,,,
1075,Kuwait,1985,0,0,0,0,,,,
1076,Kuwait,1986,0,0,0,0,,,,
1077,Kuwait,1987,0,0,0,0,,,,
1078,Kuwait,1988,0,0,0,0,,,,
1079,Kuwait,1989,0,0,0,0,,,,
1080,Kuwait,1990,0,0,0,0,,,,
1081,Kuwait,1991,0,0,0,0,,,,
1082,Kuwait,1992,0,0,0,0,,,,
1083,Kuwait,1993,0,0,0,0,,,,
1084,Kuwait,1994,0,0,0,0,,,,
1085,Kuwait,1995,0,0,0,0,,,,
1086,Kuwait,1996,0,0,0,0,,,,
1087,Kuwait,1997,0,0,0,0,,,,
1088,Kuwait,1998,0,0,0,0,,,,
1089,Kuwait,1999,0,0,0,0,,,,
1090,Kuwait,2000,0,0,0,0,,,,
1091,Kuwait,2001,0,0,0,0,,,,
1092,Kuwait,2002,0,0,0,0,,,,
1093,Kuwait,2003,0,0,0,0,,,,
1094,Kuwait,2004,0,0,0,0,,,,
1095,Kuwait,2005,0,0,0,0,,,,
1096,Kuwait,2006,0,0,0,0,,,,
1097,Kuwait,2007,0,0,0,0,,,,
1098,Kuwait,2008,0,0,0,0,,,,
1099,Kuwait,2009,0,0,0,0,,,,
1100,Kuwait,2010,0,0,0,0,,,,
1101,Kuwait,2011,0,0,0,0,,,,
1102,Kuwait,2012,3,0,3,3,,,,
1103,Kuwait,2013,5,0,5,8,,,,
1104,Kuwait,2014,5,0,5,13,,,,
1105,Kuwait,2015,5,0,5,18,,,,
1106,Kuwait,2016,5,0,5,23,,,,
1107,Latvia,1980,0,0,0,0,,,,
1108,Latvia,1981,0,0,0,0,,,,
1109,Latvia,1982,0,0,0,0,,,,
1110,Latvia,1983,0,0,0,0,,,,
1111,Latvia,1984,0,0,0,0,,,,
1112,Latvia,1985,0,0,0,0,,,,
1113,Latvia,1986,0,0,0,0,,,,
1114,Latvia,1987,0,0,0,0,,,,
1115,Latvia,1988,0,0,0,0,,,,
1116,Latvia,1989,0,0,0,0,,,,
1117,Latvia,1990,0,0,0,0,,,,
1118,Latvia,1991,0,0,0,0,,,,
1119,Latvia,1992,0,0,0,0,,,,
1120,Latvia,1993,0,0,0,0,,,,
1121,Latvia,1994,0,0,0,0,,,,
1122,Latvia,1995,0,0,0,0,,,,
1123,Latvia,1996,1,0,1,1,,,,
1124,Latvia,1997,0,0,0,1,,,,
1125,Latvia,1998,0,0,0,1,,,,
1126,Latvia,1999,0,0,0,1,,,,
1127,Latvia,2000,0,0,0,1,,,,
1128,Latvia,2001,9,0,9,10,,,,
1129,Latvia,2002,24,0,24,34,,,,
1130,Latvia,2003,11,0,11,45,,,,
1131,Latvia,2004,14,0,14,59,,,,
1132,Latvia,2005,0,0,0,59,,,,
1133,Latvia,2006,11,0,11,70,,,,
1134,Latvia,2007,1,0,1,71,,,,
1135,Latvia,2008,4,0,4,75,,,,
1136,Latvia,2009,0,0,0,75,,,,
1137,Latvia,2010,0,0,0,75,,,,
1138,Latvia,2011,0,0,0,75,,,,
1139,Latvia,2012,0,0,0,75,,,,
1140,Latvia,2013,0,0,0,75,,,,
1141,Latvia,2014,0,0,0,75,,,,
1142,Latvia,2015,0,0,0,75,,,,
1143,Latvia,2016,0,0,0,75,,,,
1144,Lithunia,1980,0,0,0,0,,,,
1145,Lithunia,1981,0,0,0,0,,,,
1146,Lithunia,1982,0,0,0,0,,,,
1147,Lithunia,1983,0,0,0,0,,,,
1148,Lithunia,1984,0,0,0,0,,,,
1149,Lithunia,1985,0,0,0,0,,,,
1150,Lithunia,1986,0,0,0,0,,,,
1151,Lithunia,1987,0,0,0,0,,,,
1152,Lithunia,1988,0,0,0,0,,,,
1153,Lithunia,1989,0,0,0,0,,,,
1154,Lithunia,1990,0,0,0,0,,,,
1155,Lithunia,1991,0,0,0,0,,,,
1156,Lithunia,1992,0,0,0,0,,,,
1157,Lithunia,1993,0,0,0,0,,,,
1158,Lithunia,1994,0,0,0,0,,,,
1159,Lithunia,1995,0,0,0,0,,,,
1160,Lithunia,1996,0,0,0,0,,,,
1161,Lithunia,1997,0,0,0,0,,,,
1162,Lithunia,1998,0,0,0,0,,,,
1163,Lithunia,1999,0,0,0,0,,,,
1164,Lithunia,2000,1,0,1,1,,,,
1165,Lithunia,2001,792,0,792,793,,,,
1166,Lithunia,2002,191,0,191,984,,,,
1167,Lithunia,2003,195,0,195,1179,,,,
1168,Lithunia,2004,101,0,101,1280,,,,
1169,Lithunia,2005,137,0,137,1417,,,,
1170,Lithunia,2006,113,0,113,1530,,,,
1171,Lithunia,2007,76,0,76,1606,,,,
1172,Lithunia,2008,138,0,138,1744,,,,
1173,Lithunia,2009,126,0,126,1870,,,,
1174,Lithunia,2010,43,0,43,1913,,,,
1175,Lithunia,2011,28,0,28,1941,,,,
1176,Lithunia,2012,20,0,20,1961,,,,
1177,Lithunia,2013,47,0,47,2008,,,,
1178,Lithunia,2014,0,0,0,2008,,,,
1179,Lithunia,2015,0,0,0,2008,,,,
1180,Lithunia,2016,0,0,0,2008,,,,
1181,Luxembourg,1980,0,0,0,0,,,,
1182,Luxembourg,1981,0,0,0,0,,,,
1183,Luxembourg,1982,0,0,0,0,,,,
1184,Luxembourg,1983,0,0,0,0,,,,
1185,Luxembourg,1984,0,0,0,0,,,,
1186,Luxembourg,1985,0,0,0,0,,,,
1187,Luxembourg,1986,0,0,0,0,,,,
1188,Luxembourg,1987,0,0,0,0,,,,
1189,Luxembourg,1988,0,0,0,0,,,,
1190,Luxembourg,1989,0,0,0,0,,,,
1191,Luxembourg,1990,0,0,0,0,,,,
1192,Luxembourg,1991,0,0,0,0,,,,
1193,Luxembourg,1992,0,0,0,0,,,,
1194,Luxembourg,1993,0,0,0,0,,,,
1195,Luxembourg,1994,0,0,0,0,,,,
1196,Luxembourg,1995,0,0,0,0,,,,
1197,Luxembourg,1996,0,0,0,0,,,,
1198,Luxembourg,1997,0,0,0,0,,,,
1199,Luxembourg,1998,0,0,0,0,,,,
1200,Luxembourg,1999,0,0,0,0,,,,
1201,Luxembourg,2000,0,0,0,0,,,,
1202,Luxembourg,2001,0,0,0,0,,,,
1203,Luxembourg,2002,0,0,0,0,,,,
1204,Luxembourg,2003,0,0,0,0,,,,
1205,Luxembourg,2004,0,0,0,0,,,,
1206,Luxembourg,2005,0,0,0,0,,,,
1207,Luxembourg,2006,0,0,0,0,,,,
1208,Luxembourg,2007,0,0,0,0,,,,
1209,Luxembourg,2008,0,0,0,0,,,,
1210,Luxembourg,2009,0,0,0,0,,,,
1211,Luxembourg,2010,0,0,0,0,,,,
1212,Luxembourg,2011,0,0,0,0,,,,
1213,Luxembourg,2012,0,0,0,0,,,,
1214,Luxembourg,2013,2,0,2,2,,,,
1215,Luxembourg,2014,2,0,2,4,,,,
1216,Luxembourg,2015,2,0,2,6,,,,
1217,Luxembourg,2016,2,0,2,8,,,,
1218,Macedonia,1980,0,0,0,0,,,,
1219,Macedonia,1981,0,0,0,0,,,,
1220,Macedonia,1982,0,0,0,0,,,,
1221,Macedonia,1983,0,0,0,0,,,,
1222,Macedonia,1984,0,0,0,0,,,,
1223,Macedonia,1985,0,0,0,0,,,,
1224,Macedonia,1986,0,0,0,0,,,,
1225,Macedonia,1987,0,0,0,0,,,,
