,country,year,donations,receipts,net_donations,,,,,
2272,United Kingdom,1998,1635,0,1635,,,,,
2273,United Kingdom,1997,1668,0,1668,,,,,
2274,United Kingdom,1996,1645,0,1645,,,,,
2275,United Kingdom,1995,1551,0,1551,,,,,
2276,United Kingdom,1994,1545,0,1545,,,,,
2277,United Kingdom,1993,1527,0,1527,,,,,
2278,United Kingdom,1992,1240,0,1240,,,,,
2279,United Kingdom,1991,606,0,606,,,,,
2280,United Kingdom,1990,492,0,492,,,,,
2281,United Kingdom,1989,312,0,312,,,,,
2282,United Kingdom,1988,108,0,108,,,,,
2283,United Kingdom,1987,0,0,0,,,,,
2284,United Kingdom,1986,0,0,0,,,,,
2285,United Kingdom,1985,0,0,0,,,,,
2286,United Kingdom,1984,0,0,0,,,,,
2287,United Kingdom,1983,0,0,0,,,,,
2288,United Kingdom,1982,0,0,0,,,,,
2289,United Kingdom,1981,0,0,0,,,,,
2290,United Kingdom,1980,0,0,0,,,,,
2291,United States,2016,404,0,404,,,,,
2292,United States,2015,413,0,413,,,,,
2293,United States,2014,434,0,434,,,,,
2294,United States,2013,2783,0,2783,,,,,
2295,United States,2012,2879,0,2879,,,,,
2296,United States,2011,3295,0,3295,,,,,
2297,United States,2010,3487,0,3487,,,,,
2298,United States,2009,3831,0,3831,,,,,
2299,United States,2008,4254,0,4254,,,,,
2300,United States,2007,4267,0,4267,,,,,
2301,United States,2006,4083,0,4083,,,,,
2302,United States,2005,4282,0,4282,,,,,
2303,United States,2004,3818,0,3818,,,,,
2304,United States,2003,2956,0,2956,,,,,
2305,United States,2002,3935,0,3935,,,,,
2306,United States,2001,4579,0,4579,,,,,
2307,United States,2000,3662,0,3662,,,,,
2308,United States,1999,3033,0,3033,,,,,
2309,United States,1998,3283,0,3283,,,,,
2310,United States,1997,3567,0,3567,,,,,
2311,United States,1996,4380,0,4380,,,,,
2312,United States,1995,3884,0,3884,,,,,
2313,United States,1994,4319,0,4319,,,,,
2314,United States,1993,5465,0,5465,,,,,
2315,United States,1992,5838,0,5838,,,,,
2316,United States,1991,6009,0,6009,,,,,
2317,United States,1990,5634,0,5634,,,,,
2318,United States,1989,5716,0,5716,,,,,
2319,United States,1988,4910,0,4910,,,,,
2320,United States,1987,4367,0,4367,,,,,
2321,United States,1986,3994,0,3994,,,,,
2322,United States,1985,3385,0,3385,,,,,
2323,United States,1984,3203,0,3203,,,,,
2324,United States,1983,2941,0,2941,,,,,
2325,United States,1982,3529,0,3529,,,,,
2326,United States,1981,3955,0,3955,,,,,
2327,United States,1980,4136,0,4136,,,,,
2328,Venezuela,2016,12,0,12,,,,,
2329,Venezuela,2015,0,0,0,,,,,
2330,Venezuela,2014,0,0,0,,,,,
2331,Venezuela,2013,0,0,0,,,,,
2332,Venezuela,2012,0,0,0,,,,,
2333,Venezuela,2011,0,0,0,,,,,
2334,Venezuela,2010,0,0,0,,,,,
2335,Venezuela,2009,0,0,0,,,,,
2336,Venezuela,2008,0,0,0,,,,,
2337,Venezuela,2007,0,0,0,,,,,
2338,Venezuela,2006,0,0,0,,,,,
2339,Venezuela,2005,0,0,0,,,,,
2340,Venezuela,2004,0,0,0,,,,,
2341,Venezuela,2003,0,0,0,,,,,
2342,Venezuela,2002,0,0,0,,,,,
2343,Venezuela,2001,0,0,0,,,,,
2344,Venezuela,2000,0,0,0,,,,,
2345,Venezuela,1999,0,0,0,,,,,
2346,Venezuela,1998,0,0,0,,,,,
2347,Venezuela,1997,0,0,0,,,,,
2348,Venezuela,1996,0,0,0,,,,,
2349,Venezuela,1995,0,0,0,,,,,
2350,Venezuela,1994,1,0,1,,,,,
2351,Venezuela,1993,1,0,1,,,,,
2352,Venezuela,1992,0,0,0,,,,,
2353,Venezuela,1991,0,0,0,,,,,
2354,Venezuela,1990,0,0,0,,,,,
2355,Venezuela,1989,0,0,0,,,,,
2356,Venezuela,1988,0,0,0,,,,,
2357,Venezuela,1987,0,0,0,,,,,
2358,Venezuela,1986,0,0,0,,,,,
2359,Venezuela,1985,0,0,0,,,,,
2360,Venezuela,1984,0,0,0,,,,,
2361,Venezuela,1983,0,0,0,,,,,
2362,Venezuela,1982,0,0,0,,,,,
2363,Venezuela,1981,0,0,0,,,,,
2364,Venezuela,1980,0,0,0,,,,,
2365,Zambia,2016,6,0,6,,,,,
2366,Zambia,2015,6,0,6,,,,,
2367,Zambia,2014,6,0,6,,,,,
2368,Zambia,2013,6,0,6,,,,,
2369,Zambia,2012,6,0,6,,,,,
2370,Zambia,2011,1,0,1,,,,,
2371,Zambia,2010,8,0,8,,,,,
2372,Zambia,2009,9,0,9,,,,,
2373,Zambia,2008,9,0,9,,,,,
2374,Zambia,2007,0,0,0,,,,,
2375,Zambia,2006,0,0,0,,,,,
2376,Zambia,2005,0,0,0,,,,,
2377,Zambia,2004,0,0,0,,,,,
2378,Zambia,2003,0,0,0,,,,,
2379,Zambia,2002,0,0,0,,,,,
2380,Zambia,2001,0,0,0,,,,,
2381,Zambia,2000,0,0,0,,,,,
2382,Zambia,1999,0,0,0,,,,,
2383,Zambia,1998,0,0,0,,,,,
2384,Zambia,1997,0,0,0,,,,,
2385,Zambia,1996,0,0,0,,,,,
2386,Zambia,1995,0,0,0,,,,,
2387,Zambia,1994,0,0,0,,,,,
2388,Zambia,1993,0,0,0,,,,,
2389,Zambia,1992,0,0,0,,,,,
2390,Zambia,1991,0,0,0,,,,,
2391,Zambia,1990,0,0,0,,,,,
2392,Zambia,1989,0,0,0,,,,,
2393,Zambia,1988,0,0,0,,,,,
2394,Zambia,1987,0,0,0,,,,,
2395,Zambia,1986,0,0,0,,,,,
2396,Zambia,1985,0,0,0,,,,,
2397,Zambia,1984,0,0,0,,,,,
2398,Zambia,1983,0,0,0,,,,,
2399,Zambia,1982,0,0,0,,,,,
2400,Zambia,1981,0,0,0,,,,,
2401,Zambia,1980,0,0,0,,,,,
2402,Zimbabwe,2016,1,0,1,,,,,
2403,Zimbabwe,2015,1,0,1,,,,,
2404,Zimbabwe,2014,1,0,1,,,,,
2405,Zimbabwe,2013,1,0,1,,,,,
2406,Zimbabwe,2012,0,0,0,,,,,
2407,Zimbabwe,2011,1,0,1,,,,,
2408,Zimbabwe,2010,1,0,1,,,,,
2409,Zimbabwe,2009,1,0,1,,,,,
2410,Zimbabwe,2008,1,0,1,,,,,
2411,Zimbabwe,2007,1,0,1,,,,,
2412,Zimbabwe,2006,0,0,0,,,,,
2413,Zimbabwe,2005,0,0,0,,,,,
2414,Zimbabwe,2004,2,0,2,,,,,
2415,Zimbabwe,2003,0,0,0,,,,,
2416,Zimbabwe,2002,0,0,0,,,,,
2417,Zimbabwe,2001,0,0,0,,,,,
2418,Zimbabwe,2000,0,0,0,,,,,
2419,Zimbabwe,1999,0,0,0,,,,,
2420,Zimbabwe,1998,0,0,0,,,,,
2421,Zimbabwe,1997,0,0,0,,,,,
2422,Zimbabwe,1996,0,0,0,,,,,
2423,Zimbabwe,1995,0,0,0,,,,,
2424,Zimbabwe,1994,0,0,0,,,,,
2425,Zimbabwe,1993,1,0,1,,,,,
2426,Zimbabwe,1992,0,0,0,,,,,
2427,Zimbabwe,1991,0,0,0,,,,,
2428,Zimbabwe,1990,0,0,0,,,,,
2429,Zimbabwe,1989,0,0,0,,,,,
2430,Zimbabwe,1988,0,0,0,,,,,
2431,Zimbabwe,1987,0,0,0,,,,,
2432,Zimbabwe,1986,0,0,0,,,,,
2433,Zimbabwe,1985,0,0,0,,,,,
2434,Zimbabwe,1984,0,0,0,,,,,
2435,Zimbabwe,1983,0,0,0,,,,,
2436,Zimbabwe,1982,0,0,0,,,,,
2437,Zimbabwe,1981,0,0,0,,,,,
2438,Zimbabwe,1980,0,0,0,,,,,
